ID,Название приложения,Магазин,Рейтинг,Заголовок,Содержание,Автор,Дата,Регион,Версия,Полезность
cf01b1a1-8832-44ce-9136-bdbf0b599c2e,Medisafe Pill & Med Reminder,Google Play,5,,love it,Karen Nesbitt,08.07.2025,ru,9.48.0,0
14a9ccf4-a55a-4dac-aa76-53557499eb05,Medisafe Pill & Med Reminder,Google Play,5,,"This app is awesome. If it wasn't for them I would miss my dosages, and also my refills. I would recommend this app to everyone.",S,07.07.2025,ru,,0
f559f8bc-3e2e-421c-b744-81482dc4517d,Medisafe Pill & Med Reminder,Google Play,5,,I honestly need the reminders and a place to put my testings. This works for me.,Kandy Romero,07.07.2025,ru,,0
66d119ce-ad2b-4c13-be7c-a5a8c651e056,Medisafe Pill & Med Reminder,Google Play,5,,very good,Richie G (RichieGadget),07.07.2025,ru,9.47.1,0
b58c7f87-1959-4622-a872-61e2d129927c,Medisafe Pill & Med Reminder,Google Play,5,,I love this app I don't forget my medicine anymore,Mary,06.07.2025,ru,9.47.1,0
804bb176-9001-4001-b2f9-6ecbb6b25296,Medisafe Pill & Med Reminder,Google Play,5,,I currently have to take 12 pills a day at 6 different times. I don't even have to think about watching the clock or worrying about missing a dose. Great app!,A Google user,05.07.2025,ru,9.47.1,0
0f3a41e9-4dfc-48ce-a062-cf221dc31daf,Medisafe Pill & Med Reminder,Google Play,5,,very good,Irene Chang,05.07.2025,ru,9.47.1,0
ead65621-6741-41a0-97d9-5533a09e9868,Medisafe Pill & Med Reminder,Google Play,5,,easy apps for me to keep track of mine and family medications,Ashley,05.07.2025,ru,9.47.1,0
27d7baea-b666-440b-83e5-d923c2b7b70a,Medisafe Pill & Med Reminder,Google Play,5,,Great,shahid mian,05.07.2025,ru,9.47.1,0
9bc8a285-b2a8-4a18-ab87-aef6b947a277,Medisafe Pill & Med Reminder,Google Play,1,,definitely to login!!!,Aya oth,04.07.2025,ru,9.47.1,0
972a83c1-dfa3-4e32-aa4f-d78c42b62732,Medisafe Pill & Med Reminder,Google Play,5,,Helps me stay on track. Thank you!,John Osburn,04.07.2025,ru,9.47.1,0
2896c82e-cc9b-47f2-a3a2-55ec925090a8,Medisafe Pill & Med Reminder,Google Play,5,,"medisafe rescued my aging wife and family from endless sorting and checking on 11 different drug names, shapes schedules. The app guides us through each swallowing session.",Doug Roberts,04.07.2025,ru,9.47.1,0
10991692-958a-442d-aaa1-7fd64b04126b,Medisafe Pill & Med Reminder,Google Play,5,,helps keep track of my medication,Patrick Ryan,04.07.2025,ru,9.47.1,0
eac71a5e-03af-4a71-ac3b-a4cc80e198c1,Medisafe Pill & Med Reminder,Google Play,5,,great app i never miss my meds any more,Gordon Peacock,04.07.2025,ru,9.47.1,0
b3f210b6-9b9e-4919-96ea-29c626ce11af,Medisafe Pill & Med Reminder,Google Play,1,,"Had to remove all my Medications because I've to pay for it. Years of logging, history and habit gone to waste.",Sohan Mohapatra,04.07.2025,ru,,0
be3c561e-123c-49df-adcc-f03ee0611c7b,Medisafe Pill & Med Reminder,Google Play,5,,love this. there is nothing worse than wondering if you took your meds or not. this app solves that problem. i totally rely on this app!,Bruce Andrews,04.07.2025,ru,9.47.1,0
e78e8cbc-82c1-4196-9525-fd481f186e97,Medisafe Pill & Med Reminder,Google Play,5,,"this app is reliable, easy to use and functional for all my needs.",Kim Busse,03.07.2025,ru,9.47.1,0
07853d5a-32c2-4bd4-a61b-2ef79d80b70e,Medisafe Pill & Med Reminder,Google Play,5,,It is super helpful in keeping me on track with my meds.,Mary C,03.07.2025,ru,9.47.1,0
4304c3ff-eef4-4ed8-8a7a-2a59880d9166,Medisafe Pill & Med Reminder,Google Play,5,,Great app! Could not have stayed on target with my medications and improved my labs without it! Thank you!!!,Rita S,03.07.2025,ru,9.47.1,0
1a0c748c-c156-4320-b8ef-892f9aafdd1e,Medisafe Pill & Med Reminder,Google Play,5,,"This is an extremely reliable app that helps me to remember life or death medications. above all else, it is reliable and that matters to me most.",Jason DuPont,03.07.2025,ru,9.47.1,0
2d56cc81-5ff5-46eb-b1d9-50f3adca41aa,Medisafe Pill & Med Reminder,Google Play,5,,Easy to use & very reliable. GREAT APP,Maureen Donnelly,02.07.2025,ru,9.47.1,0
9b8a63f1-3432-4b9e-a386-6fa8f934f1b8,Medisafe Pill & Med Reminder,Google Play,5,,really helpful,Yehiel Zinamon,02.07.2025,ru,9.47.1,0
edfa4b9e-71be-445b-9b31-2682f8acdf3e,Medisafe Pill & Med Reminder,Google Play,4,,"Great app, comprehensive features. My care team appreciate having access to my meds and med history this way. I enjoy the subtle fun it puts into managing medications. I have found that it doesn't have a lot of AU brands when looking up medications, and that family member profiles don't behave as they should.",Tegan,02.07.2025,ru,9.47.1,0
0c72f3ea-80bd-4510-bfd2-b7c70418a4bf,Medisafe Pill & Med Reminder,Google Play,5,,"good reminder to take meds, can't miss scrips as the app is very persistent.",Dennis Allen,01.07.2025,ru,9.47.1,0
b43565ab-8821-4a6e-8274-5b5a17099f85,Medisafe Pill & Med Reminder,Google Play,3,,"It's a good app, but the pop-up reminders can be pretty intrusive. It would be nice if there was a setting where the pop-ups don't open while using certain apps like the camera or screen recorder and wait for you to close or minimize them",Alex T,30.06.2025,ru,9.47.1,0
b0976c55-7f95-43f4-a82c-c2e8b31562e3,Medisafe Pill & Med Reminder,Google Play,5,,I find this pill reminder is great. Have recommended it to family and friends.,Edna Rowan,30.06.2025,ru,9.47.1,0
073470b8-95ea-4e60-bf62-203628627c8c,Medisafe Pill & Med Reminder,Google Play,5,,6/30/25....still using it. A nice added feature is I can now add notes in my mood section. Great for a reminder for myself since I tend to forget too much....has helped me a lot 11/2023 update: with added things like a mood tracker I can track my joint pain it has even gotten better since 5/2019 (my first review date) 😊,Becca Wildel,30.06.2025,ru,9.47.1,0
c440799c-d600-4c87-8412-2929510e0596,Medisafe Pill & Med Reminder,Google Play,1,,"if you are late taking a pill, the app doesn't automatically update the time for your next pill. For example, if you are supposed to take a pill every 4 hours, and 1:00 is the next time, but you don't take it until 1:45, the app doesn't automatically update to 5:45. That would be HELPFUL!",Cyndy Wisdom,30.06.2025,ru,9.47.1,0
dc5a3458-26b3-447b-9c88-e3309cdb36c6,Medisafe Pill & Med Reminder,Google Play,4,,It performs the functions I require.,Frank Clemon Jr. (TheBeardedGuru),29.06.2025,ru,9.47.1,0
ed3a999c-3ffc-4fd0-a6f5-722494b18e3a,Medisafe Pill & Med Reminder,Google Play,2,,"I'm having to edit my previous review because of the limitations placed on the free tier and the high cost of the premium tier. I've used this app for years to track both my and my cat's medications and health symptoms. Unfortunately, the restriction of only tracking 2 meds makes the free tier virtually useless (after all, would I need to track if only taking 2?) and the cost of the premium tier is too high to justify for an app. Very disappointed",Samantha G,29.06.2025,ru,9.47.1,0
e4d70c30-4a86-473a-aa89-62db760be594,Medisafe Pill & Med Reminder,Google Play,1,,The free version of this app allows you to add upto 2 meds only. Adding up other asks for premium subscription.,Parth Modi,29.06.2025,ru,9.47.1,0
3604f184-d4f1-4510-95e2-94bdfa0aa20c,Medisafe Pill & Med Reminder,Google Play,5,,It is great for a healthier life.,Peter Michael,29.06.2025,ru,9.47.1,0
5dd438df-bfc0-41ed-9916-47d7fa7edd77,Medisafe Pill & Med Reminder,Google Play,5,,This is the best application for medical dose tracking. I've been using it since 6 years.,Hasan Salman,28.06.2025,ru,9.47.1,0
8dd5b223-e321-4482-871a-b3309e45ba25,Medisafe Pill & Med Reminder,Google Play,5,,great,Allan Elvidge,28.06.2025,ru,9.47.1,0
ae4bab9a-c604-454f-8d0f-276b48ab1698,Medisafe Pill & Med Reminder,Google Play,5,,it's a great app. It helps with managing to take iron pills every other day.,Channy G,28.06.2025,ru,9.47.1,0
a5a41300-d9ad-4b72-b896-677c6abf6728,Medisafe Pill & Med Reminder,Google Play,5,,keeps me on track of meds,Rob Cara,28.06.2025,ru,9.47.1,0
